,code,buy_date,sell_date,buy_price,sell_price,buy_type,sell_type,profit_pct
584,603408.XSHG,2023-05-10,2023-05-15,9.94,9.95,创新高买入,止损卖出,0.1
585,603429.XSHG,2023-08-24,2023-09-06,8.17,8.93,创新高买入,开盘卖出,9.3
586,603439.XSHG,2023-07-06,2023-07-12,15.66,15.63,创新高买入,止损卖出,-0.19
587,603517.XSHG,2023-07-07,2023-07-11,34.1,33.7,创新高买入,止损卖出,-1.17
588,603518.XSHG,2023-07-19,2023-07-20,10.37,10.09,创新高买入,止损卖出,-2.7
589,603556.XSHG,2023-07-27,2023-07-28,25.47,25.08,创新高买入,止损卖出,-1.53
590,603569.XSHG,2023-11-03,2023-11-07,12.5,12.57,创新高买入,止损卖出,0.56
591,603598.XSHG,2023-11-30,2023-12-06,14.65,15.46,创新高买入,开盘卖出,5.53
592,603605.XSHG,2023-08-24,2023-08-25,99.9,98.81,创新高买入,止损卖出,-1.09
593,603606.XSHG,2023-02-07,2023-02-08,58.15,57.01,创新高买入,开盘卖出,-1.96
594,603619.XSHG,2023-10-13,2023-10-19,19.5,22.37,创新高买入,止损卖出,14.72
595,603629.XSHG,2023-11-30,2023-12-05,29.53,29.7,创新高买入,止损卖出,0.58
596,603633.XSHG,2023-01-17,2023-01-18,10.13,10.0,创新高买入,止损卖出,-1.28
597,603636.XSHG,2023-02-16,2023-02-17,17.11,16.63,创新高买入,止损卖出,-2.81
598,603636.XSHG,2023-09-22,2023-10-11,11.92,12.28,创新高买入,止损卖出,3.02
599,603637.XSHG,2023-04-21,2023-04-24,8.57,8.26,创新高买入,开盘卖出,-3.62
600,603656.XSHG,2023-09-20,2023-09-21,12.36,12.15,创新高买入,止损卖出,-1.7
601,603659.XSHG,2023-09-01,2023-09-07,33.27,33.56,创新高买入,止损卖出,0.87
602,603659.XSHG,2023-09-20,2023-09-21,31.03,30.58,创新高买入,止损卖出,-1.45
603,603666.XSHG,2023-09-19,2023-09-22,30.47,33.08,创新高买入,止损卖出,8.57
604,603668.XSHG,2023-02-06,2023-02-07,17.72,17.48,创新高买入,止损卖出,-1.35
605,603678.XSHG,2023-09-28,2023-10-09,30.45,29.95,创新高买入,止损卖出,-1.64
606,603680.XSHG,2023-07-11,2023-07-12,9.59,9.51,创新高买入,止损卖出,-0.83
607,603681.XSHG,2023-08-11,2023-08-14,13.71,13.26,创新高买入,开盘卖出,-3.28
608,603687.XSHG,2023-12-08,2023-12-11,10.87,10.5,创新高买入,开盘卖出,-3.4
609,603709.XSHG,2023-04-12,2023-04-14,13.02,13.63,创新高买入,止损卖出,4.69
610,603711.XSHG,2023-07-07,2023-07-12,18.72,18.55,创新高买入,止损卖出,-0.91
611,603733.XSHG,2023-02-10,2023-02-15,29.13,29.27,创新高买入,止损卖出,0.48
612,603773.XSHG,2023-03-06,2023-03-07,21.92,21.38,创新高买入,止损卖出,-2.46
613,603773.XSHG,2023-09-19,2023-09-20,32.0,28.6,创新高买入,止损卖出,-10.62
614,603777.XSHG,2023-01-31,2023-02-07,18.42,18.91,创新高买入,止损卖出,2.66
615,603778.XSHG,2023-08-07,2023-08-14,4.62,5.92,创新高买入,止损卖出,28.14
616,603800.XSHG,2023-02-22,2023-02-27,30.89,31.01,创新高买入,止损卖出,0.39
617,603823.XSHG,2023-08-02,2023-08-03,11.19,11.03,创新高买入,止损卖出,-1.43
618,603867.XSHG,2023-04-12,2023-04-13,33.0,32.14,创新高买入,止损卖出,-2.61
619,603871.XSHG,2023-01-10,2023-01-16,14.79,15.15,创新高买入,止损卖出,2.43
620,603883.XSHG,2023-04-06,2023-04-10,34.67,34.78,创新高买入,止损卖出,0.32
621,603885.XSHG,2023-09-20,2023-09-22,14.97,14.89,创新高买入,止损卖出,-0.53
622,603896.XSHG,2023-12-11,2023-12-13,33.67,33.24,创新高买入,止损卖出,-1.28
623,603901.XSHG,2023-03-02,2023-03-03,17.34,17.05,创新高买入,止损卖出,-1.67
624,603906.XSHG,2023-09-05,2023-09-06,13.12,12.92,创新高买入,止损卖出,-1.52
625,603912.XSHG,2023-10-10,2023-10-20,8.12,9.12,创新高买入,开盘卖出,12.32
626,603938.XSHG,2023-04-21,2023-04-24,23.03,22.38,创新高买入,止损卖出,-2.82
627,603990.XSHG,2023-08-03,2023-08-04,16.13,15.71,创新高买入,止损卖出,-2.6
628,603995.XSHG,2023-06-26,2023-06-29,22.7,22.67,创新高买入,止损卖出,-0.13
629,603997.XSHG,2023-01-20,2023-02-03,14.77,16.32,创新高买入,止损卖出,10.49
630,603998.XSHG,2023-05-15,2023-05-17,12.16,11.9,创新高买入,止损卖出,-2.14
631,605177.XSHG,2023-11-09,2023-11-10,28.83,28.2,创新高买入,开盘卖出,-2.19
632,605377.XSHG,2023-02-20,2023-02-22,20.61,20.56,创新高买入,止损卖出,-0.24
